@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
2679,'2018/07/15 14:57:22:115',19,-10461310,-10592379,-11052414,-11314813,-11183229,-10921870,-11843752,-11317669,-10857374,-7898989,-10593676,-10659208,-10724741,-10855809,-11250311,-11711123,-9936009,-10002061,-9147783,-5007209,-7634294,-8949631,-10330506,-10725001,-10724997,-10658949,-5135706,-5661788,-4872007,-5135961,-1514525,-2238505,-3291449,-6120801,-9080964,-10659987,-4609619,-4017996,-3687990,-4937539,-65794,-65794,-65794,-1184531,-6514788,-10791321,-4872788,-4938831,-6320211,-7438695,-197893,-461322,-2632747,-3358520,-5466975,-9477245,-9147503,-9213297,-8951157,-9741193,-4279102,-7503482,-9609112,-8229771,-6981502,-8559501,-11188386,-12962737,-12766133,-11518127,-7436134,-7835535,-6455939,-8691861,-8889758,-8101785,-11124661,-12767683,-13620933,-9675161,-6384222,-9546150,-6720142,-9218466,-11190966,-8497056,-11453367,-11452338,-11647663,-7570047,-5791571,-10463647,-8756375,-6981250,-10203047,-10268584,-11187372,-6122611,-8753805,-8162699,1
2680,'2018/07/15 14:57:22:149',19,-10329981,-10526586,-10921085,-11183740,-11052157,-10856077,-11712423,-11251876,-10791837,-7964781,-10528139,-10593671,-10658948,-10724480,-11184774,-11645330,-9870215,-9936267,-9213831,-4810599,-7503222,-8883839,-10264969,-10659208,-10659204,-10527876,-5069914,-5530716,-4740933,-5004887,-1448990,-2172714,-3225913,-6055264,-9015427,-10594450,-4478546,-3886667,-3491123,-4740415,-65794,-65794,-65794,-1184531,-6383716,-10725784,-4806994,-4741708,-5991244,-7109728,-197893,-461579,-2764333,-3555899,-5599330,-9346174,-9345139,-9344882,-8819826,-9544326,-4147774,-7241081,-8886417,-7638404,-6718844,-8362636,-11188645,-13028787,-12897718,-11452334,-7370855,-7178378,-6127489,-9020824,-9284515,-8102299,-11256502,-12570818,-13292482,-9412503,-6582115,-9480870,-6589069,-9218721,-10402479,-8299933,-11190451,-11320751,-11384489,-7438717,-5660499,-10397854,-8427411,-6849663,-10466218,-10859691,-11253164,-5991281,-8490886,-7900038,1
2681,'2018/07/15 14:57:22:182',19,-10329981,-10526586,-10921085,-11183740,-11052157,-10856077,-11712423,-11251876,-10791837,-7964781,-10528139,-10593671,-10658948,-10724480,-11184774,-11645330,-9870215,-9936267,-9213831,-4810599,-7503222,-8883839,-10264969,-10659208,-10659204,-10527876,-5069914,-5530716,-4740933,-5004887,-1448990,-2172714,-3225913,-6055264,-9015427,-10594450,-4478546,-3886667,-3491123,-4740415,-65794,-65794,-65794,-1184531,-6383716,-10725784,-4806994,-4741708,-5991244,-7109728,-197893,-461579,-2764333,-3555899,-5599330,-9346174,-9345139,-9344882,-8819826,-9544326,-4147774,-7241081,-8886417,-7638404,-6718844,-8362636,-11188645,-13028787,-12897718,-11452334,-7370855,-7178378,-6127489,-9020824,-9284515,-8102299,-11256502,-12570818,-13292482,-9412503,-6582115,-9480870,-6589069,-9218721,-10402479,-8299933,-11190451,-11320751,-11384489,-7438717,-5660499,-10397854,-8427411,-6849663,-10466218,-10859691,-11253164,-5991281,-8490886,-7900038,1
2682,'2018/07/15 14:57:22:216',19,-10198653,-10395514,-10790013,-11052412,-10920828,-10725004,-11646630,-11120803,-10726044,-8161902,-10462346,-10462343,-10527875,-10658688,-11053446,-11514257,-9738886,-9804938,-9411209,-4679270,-7437685,-8752767,-10133641,-10593671,-10593668,-10462084,-5004634,-5399643,-4609860,-4873558,-1383454,-2107434,-3160378,-5924192,-8884355,-10528658,-4478803,-3755595,-3294000,-4543292,-65794,-65794,-65794,-1053459,-6253157,-10660247,-4676178,-4478792,-5530948,-6715223,-197893,-527372,-2830383,-3687486,-5599587,-9149310,-9476723,-9410672,-8687979,-9346945,-4016702,-6715509,-7966600,-7178624,-6456444,-8034442,-11189159,-12963509,-13029303,-11386541,-7371369,-6587014,-5865088,-9415325,-9745320,-8365726,-11454393,-12439744,-12832190,-9215382,-6845544,-9546919,-6457996,-8956064,-9745320,-8299673,-10730157,-11254701,-11121316,-7241852,-5594963,-9937559,-7966859,-6783613,-10728876,-11253678,-11318957,-5794414,-8227968,-7768451,1
2683,'2018/07/15 14:57:22:249',19,-10133117,-10264442,-10724476,-10986875,-10855292,-10659212,-11581093,-11055267,-10594971,-8359023,-10396810,-10462087,-10462083,-10527616,-10987910,-11448721,-9673349,-9673866,-9543051,-4613990,-7306357,-8687231,-10068105,-10527879,-10527876,-10462084,-4873562,-5334107,-4544324,-4676693,-1383455,-2041899,-3094842,-5793121,-8818819,-10463121,-4347731,-3690059,-3097135,-4346684,-65794,-65794,-65794,-1053459,-6188134,-10594712,-4545106,-4281670,-5136446,-6386000,-197893,-527372,-2896689,-3621949,-5270876,-8820598,-9673842,-9607792,-8621927,-9215357,-3885631,-5992816,-6849661,-7178621,-6456701,-7640711,-11255208,-12832438,-13095353,-11255212,-7437677,-6127236,-5668224,-9810081,-9811111,-8694686,-11717819,-12308415,-12043189,-8952724,-7175023,-9875882,-6392460,-8562076,-9548197,-8693402,-10138279,-11254444,-10594972,-7110267,-5463635,-9082508,-7374466,-6717307,-10597548,-11319470,-11384750,-5663083,-8096124,-7505536,1
2684,'2018/07/15 14:57:22:283',19,-10067581,-10198650,-10593405,-10921340,-10724220,-10593676,-11515557,-10989731,-10529435,-8556403,-10331018,-10396550,-10396547,-10462080,-10922374,-11382929,-9607813,-9608329,-9740687,-4548710,-7240822,-8555903,-10002569,-10462344,-10462340,-10396292,-4808027,-5202779,-4479044,-4545365,-1317663,-2041900,-3029307,-5661794,-8753283,-10397586,-4282196,-3558988,-2900528,-4215611,-65794,-65794,-65794,-987923,-6057574,-10529431,-4545107,-4084805,-4807738,-6123083,-197893,-527629,-2896689,-3161654,-4941651,-8228972,-9937014,-10068342,-8621926,-9083770,-3754816,-5335660,-5732466,-7638652,-6720130,-7575690,-11255980,-12701368,-13161147,-11123883,-7701621,-5930627,-5800066,-10073508,-8693655,-8825750,-11783612,-12373951,-11517104,-8755860,-7570296,-10270639,-6326924,-8233627,-10534063,-9153439,-9743779,-11188393,-10463386,-6913659,-5398099,-8095871,-6782330,-6585464,-10466220,-11385263,-11319214,-5531754,-7899001,-7242878,1
2685,'2018/07/15 14:57:22:316',19,-9738873,-9870199,-10264954,-10592633,-10395769,-10265225,-11187107,-10661537,-10201241,-8556404,-9871495,-10002563,-10068096,-10133629,-10528387,-11054478,-9279106,-9214342,-9675407,-4154979,-6781043,-8161916,-9608326,-10068357,-10133633,-10067841,-4348247,-4677462,-4084544,-3954254,-1120284,-1778729,-2700600,-5202014,-8359040,-10003598,-3756880,-2967879,-2440492,-3755318,-65794,-65794,-65794,-856081,-5597794,-10135186,-4151375,-3493439,-4215859,-5531203,-131844,-593166,-2305321,-2175528,-4086596,-7111257,-10003321,-10397307,-8424802,-8689267,-3295038,-4350307,-4812393,-8164735,-6720898,-7838862,-10993834,-12373431,-13030074,-10664102,-7899515,-5734532,-5538177,-9350556,-7116164,-8759697,-11126453,-12111037,-10793896,-8230543,-7570554,-10533552,-5932681,-7839126,-11585720,-8824475,-9546400,-10925221,-10069143,-6387830,-4741197,-6583404,-6058350,-6256243,-10137769,-11187885,-11122093,-5071717,-7438964,-6651257,1
2686,'2018/07/15 14:57:22:350',19,-10659978,-10725511,-11120010,-11448201,-11251082,-11120281,-11976367,-11450797,-11056550,-9806472,-10792343,-10857619,-10923152,-10988685,-11383442,-11843997,-10134673,-10135188,-10727840,-5536118,-7833731,-9148555,-10463637,-10923155,-10988688,-10923152,-5598314,-5927273,-5531733,-5269601,-1647915,-2503737,-3622474,-6386032,-9345936,-10858652,-5138020,-4349275,-3887682,-5136716,-65794,-65794,-131587,-1251353,-6847603,-10858908,-5795429,-4874835,-5531462,-6714966,-330764,-1054745,-2832177,-3227699,-5072978,-7966568,-11319187,-11844758,-9740151,-9675649,-5005144,-5600375,-6193531,-10005655,-8101519,-9547934,-11783606,-13096901,-13753544,-11387313,-9609877,-7379098,-6985109,-9876645,-9022876,-9877928,-11520700,-12899783,-11320242,-9282461,-8623242,-11716542,-7115927,-8956322,-12111296,-9941674,-10795440,-11780273,-10990244,-7505797,-5859678,-7043698,-7176059,-7702661,-11518394,-12042936,-11846072,-6321784,-8557189,-7769224,1
2687,'2018/07/15 14:57:22:384',19,-10659979,-10791304,-11120267,-11382666,-11251339,-11120537,-11976624,-11451054,-11056551,-10003852,-10792600,-10857876,-10988944,-10988942,-11383443,-11909534,-10134931,-10135447,-10793890,-5667704,-7768196,-9083276,-10463894,-10923668,-10989201,-10988945,-5598315,-5927532,-5598041,-5204322,-1647915,-2503737,-3556938,-6320497,-9345937,-10858909,-5138277,-4349533,-3822403,-5071181,-65794,-65794,-131587,-1185817,-6847603,-10727577,-6124649,-4940630,-5400391,-6583894,-330765,-1055003,-2438447,-3162159,-4941649,-7835754,-11319703,-12173983,-9937530,-9675905,-5203294,-5535353,-6194044,-9940119,-7838599,-9810845,-11849912,-13097159,-13753801,-11321777,-10004892,-7905184,-6985624,-9811624,-10075052,-9681067,-11125945,-12965575,-10991791,-9216926,-8162949,-11453371,-7115925,-8693408,-11585467,-9941674,-11124146,-11517103,-10858917,-7374726,-5794143,-6452075,-7176058,-7834246,-11781308,-12042937,-11846074,-6322042,-8557703,-7638153,1
2688,'2018/07/15 14:57:22:416',19,-10659979,-10725768,-11120267,-11382667,-11251339,-11120537,-11976624,-11451054,-11056808,-10267282,-10792600,-10857876,-10988945,-11054478,-11449236,-11909790,-10134931,-10135446,-10925219,-5865083,-7768452,-9083277,-10463894,-10923669,-11054738,-10988946,-5598571,-5927532,-5729627,-5270117,-1647915,-2503737,-3556938,-6320753,-9346193,-10858909,-5138277,-4349533,-3888200,-5203026,-65794,-65794,-131587,-1185817,-6847601,-10530197,-6519147,-5072472,-5597515,-6781275,-330765,-1121053,-2241324,-3293231,-5139028,-7901807,-11254166,-12437157,-10266754,-9807748,-5598052,-5535867,-6260093,-9677204,-7444097,-10270881,-12047291,-13097416,-13819339,-11322033,-10399650,-8431269,-7051417,-10074798,-11191991,-9352362,-10797238,-12899526,-10728621,-9151389,-7636605,-10927027,-7246997,-8430236,-11256759,-10007723,-11321524,-11122347,-10661795,-7243397,-5794143,-6254439,-7044471,-8096902,-11847357,-11977400,-11846330,-6387835,-8557961,-7638153,1
2689,'2018/07/15 14:57:22:450',19,-10659978,-10725512,-11054474,-11317129,-11185289,-11054744,-11910830,-11451053,-11056550,-10332818,-10727063,-10857876,-10923408,-10988686,-11383443,-11843997,-10134674,-10069653,-10924962,-5799289,-7702659,-9083020,-10463894,-10923668,-10988945,-10923153,-5598314,-5861738,-5729370,-5072737,-1582121,-2437944,-3490889,-6189167,-9280400,-10793116,-5072484,-4283740,-3756612,-5005644,-65794,-65794,-131587,-1119767,-6781550,-10267023,-6847852,-5269851,-5466185,-6583894,-330508,-1252639,-1913130,-3622197,-5468506,-8099702,-11254937,-12635051,-10595719,-9807491,-5927018,-5536124,-6128766,-9151888,-7313026,-10336931,-12112829,-13097415,-13753546,-11256241,-10597029,-8957097,-6985880,-10206383,-11652283,-9023911,-10468529,-12438975,-10334376,-8954267,-6912882,-10071462,-7575446,-8232858,-10993845,-10073516,-11321268,-10727845,-10332830,-6980225,-5728350,-6057317,-6715250,-8030851,-11846843,-11911863,-11846073,-6256249,-8360325,-7440773,1
2690,'2018/07/15 14:57:22:484',19,-11251861,-11317395,-11646357,-11974291,-11777171,-11646625,-12502711,-12108214,-11779504,-11187101,-11449762,-11515039,-11580827,-11580824,-11909788,-12370086,-10792092,-10858399,-11648172,-6850691,-8491406,-9740695,-11121313,-11581087,-11580827,-11515034,-6518647,-6847862,-6781287,-6124398,-2174773,-3161925,-4346199,-7175291,-10003610,-11516070,-6058609,-5269864,-4874066,-6057306,-131587,-131587,-131587,-1646368,-7833210,-10792852,-8031354,-6518891,-6451797,-7569761,-726040,-2108462,-2833718,-5464142,-7178096,-9283463,-11978405,-13292728,-11515797,-10530445,-7505023,-6851213,-7115407,-9809565,-8627861,-11191730,-12769736,-13754321,-14213586,-11847866,-11451569,-10337207,-7971236,-10928824,-12506309,-9746351,-11125433,-12635587,-10597294,-9676964,-7307127,-10136485,-8758178,-9415591,-11716542,-10993591,-12043964,-11253420,-10989990,-7834508,-6648939,-7043441,-7438459,-8688268,-12569796,-12569281,-12437953,-7176579,-9149070,-8229520,1
2691,'2018/07/15 14:57:22:517',19,-11317654,-11383187,-11712149,-12040084,-11842964,-11712418,-12568504,-12108727,-11779761,-11252894,-11450018,-11515295,-11580827,-11646360,-11975581,-12435879,-10857884,-10858655,-11713964,-6916739,-8557198,-9806231,-11187105,-11646623,-11646619,-11580827,-6518903,-6913654,-6847079,-6190189,-2240566,-3162181,-4412247,-7241085,-10069403,-11582119,-6058864,-5335656,-4939858,-6123096,-131587,-131587,-197380,-1844002,-7898744,-10595470,-8294267,-6847854,-6517588,-7635296,-857625,-2372147,-2965816,-6846049,-7638643,-9612169,-12044455,-13424314,-11713176,-10530445,-8097159,-7180177,-7181458,-9875615,-9022621,-11126710,-12704200,-13754578,-14213586,-11847866,-11517618,-10468793,-8102821,-10863031,-12374982,-9811887,-11125433,-12109501,-10202794,-9611170,-6978418,-9478812,-9020579,-9744298,-11716542,-11125176,-12043964,-11253419,-10989989,-7703178,-6714731,-7043441,-7438458,-8622474,-12635589,-12634818,-12503490,-7176578,-9214862,-8163983,1
2692,'2018/07/15 14:57:22:551',19,-11383189,-11448978,-11777684,-12105619,-11974034,-11777953,-12633782,-12239540,-11910574,-11383964,-11515554,-11581086,-11646619,-11646616,-12041117,-12501414,-10923419,-10989726,-11779243,-7113346,-8688270,-9937558,-11252640,-11646878,-11712411,-11646362,-6649973,-6979189,-6978406,-6255467,-2306101,-3293252,-4543317,-7372411,-10200730,-11647653,-6255471,-5466727,-5070928,-6188374,-131587,-131587,-263428,-1975072,-7964276,-10397829,-8622714,-7307632,-6648913,-7766365,-1120539,-2766903,-3623229,-7701353,-8032370,-9940617,-12175781,-13490104,-11976088,-10661515,-8688781,-7705748,-7378067,-10072737,-9613986,-10995124,-12637893,-13820112,-14147791,-11847608,-11451310,-10730937,-8233891,-10665394,-12243136,-9877165,-11124918,-11582899,-10004898,-9544863,-6846317,-9017489,-9216927,-10072232,-11847355,-11322295,-12109240,-11253160,-10989730,-7702662,-6845802,-7174512,-7503736,-8621959,-12701122,-12700351,-12634559,-7307648,-9280139,-8229260,1
2693,'2018/07/15 14:57:22:584',19,-11383188,-11514256,-11908754,-12171152,-12039311,-11843486,-12699316,-12305074,-12041644,-11449497,-11646623,-11646620,-11712153,-11777686,-12106650,-12566947,-10988952,-11120796,-11910313,-7178622,-8819339,-10068372,-11318173,-11712412,-11712409,-11646616,-6780786,-7110259,-7174755,-6386537,-2437170,-3424322,-4674386,-7503480,-10331799,-11713187,-6386539,-5663332,-5267276,-6384979,-131587,-131843,-395013,-2040607,-8226415,-10331774,-9016697,-7767409,-6911054,-7963227,-1383452,-3095353,-4149314,-8161130,-8163439,-10400139,-12307107,-13621175,-12173209,-10792585,-9279888,-8165525,-7509393,-10335395,-10139558,-10929074,-12637378,-13950925,-14147276,-11913142,-11318950,-10927798,-8364447,-10533293,-12111035,-10007722,-11189939,-11385004,-9938591,-9544348,-6911079,-8621958,-9478811,-10334374,-12043961,-11650486,-12174261,-11318437,-11055007,-7767683,-6976616,-7305582,-7634550,-8752772,-12831936,-12765884,-12765629,-7438462,-9411209,-8294538,1
2694,'2018/07/15 14:57:22:618',19,-11448722,-11645327,-12039569,-12301966,-12104589,-11908764,-12764851,-12370353,-12107179,-11515032,-11646622,-11646619,-11712152,-11842964,-12237465,-12632482,-11054487,-11186075,-11975848,-7243901,-8884874,-10133906,-11383708,-11777947,-11777944,-11712152,-6846321,-7241329,-7305569,-6517350,-2502705,-3489856,-4805457,-7634551,-10397078,-11844258,-6451818,-5728867,-5332811,-6450256,-131587,-197379,-460805,-2303263,-8423533,-10199929,-9345145,-8161651,-7107916,-8094297,-1646623,-3292730,-4675912,-8358251,-8294767,-10663310,-12372643,-13686711,-12304794,-10858120,-9805717,-8493975,-7706257,-10664103,-10533545,-10863025,-12637121,-14016461,-14081482,-11912885,-11186849,-10993076,-8429725,-10467242,-11913400,-10073000,-11255216,-11252905,-9872541,-9543833,-6976357,-8292478,-9609624,-10596517,-12175290,-11847350,-12174002,-11383716,-11054750,-7767425,-7042150,-7370860,-7765620,-8883843,-12897471,-12831163,-12830908,-7503996,-9476744,-8359816,1
2695,'2018/07/15 14:57:22:651',19,-11514257,-11645326,-12039568,-12301966,-12170124,-11908507,-12764594,-12435889,-12107179,-11449239,-11646621,-11646618,-11777687,-11908499,-12237464,-12698018,-11120023,-11186074,-12041383,-7243900,-8950409,-10133906,-11383707,-11777946,-11777943,-11712151,-6977649,-7306865,-7371361,-6517092,-2568241,-3555392,-4871250,-7700087,-10462870,-11844258,-6583146,-5794402,-5398346,-6515791,-131587,-197379,-592134,-3092774,-8686701,-10002547,-9542265,-8424565,-7239244,-8225625,-1909537,-3358779,-5070927,-8555886,-8755573,-10860432,-12372899,-13686711,-12501916,-10923912,-10068888,-8757146,-7771793,-10861482,-10862252,-10731696,-12571328,-14081996,-14015689,-11912884,-10791833,-11058611,-8363931,-10269864,-11650229,-10072743,-11189166,-11121063,-9806492,-9478039,-6976356,-7897206,-9609109,-10661795,-12372411,-12044471,-12173489,-11383715,-11054750,-7701376,-7107686,-7436396,-7831155,-8883842,-12831678,-12896699,-12830907,-7635324,-9542280,-8425352,1
2696,'2018/07/15 14:57:22:686',19,-11514001,-11645070,-12039567,-12236430,-12104588,-11908506,-12764594,-12435889,-12106922,-11383446,-11646621,-11646617,-11777686,-11842963,-12237464,-12632482,-11054486,-11186073,-11975590,-7178107,-8950410,-10133906,-11383707,-11777946,-11777943,-11712151,-6912113,-7306865,-7240032,-6451556,-2502705,-3621442,-4871507,-7700343,-10462870,-11844258,-6517610,-5794402,-5332810,-6384718,-131587,-197379,-921611,-4672828,-8753004,-9739887,-9673850,-8687735,-7239757,-8225882,-2041381,-3424829,-5334871,-8951414,-9151101,-10992275,-12373156,-13686712,-12567967,-10989706,-10200475,-8954525,-7837587,-11059118,-11059631,-10600368,-12505536,-14081996,-13818824,-11847091,-10331538,-11058355,-8232346,-10138279,-11321522,-10006950,-11057580,-10858405,-9675162,-9280918,-6976355,-7436912,-9543059,-10596002,-12438461,-12175800,-12107696,-11317922,-11054749,-7570047,-7107685,-7436396,-7765619,-8883585,-12831678,-12896699,-12830907,-7569532,-9542024,-8294024,1
2697,'2018/07/15 14:57:22:718',19,-11448465,-11579534,-11973776,-12236430,-12038796,-11842970,-12699314,-12370353,-12041386,-11252117,-11646620,-11646361,-11711894,-11842963,-12171928,-12632482,-11054486,-11120537,-11910054,-7046779,-8950410,-10134162,-11383707,-11777946,-11777943,-11712150,-6846321,-7241329,-7174240,-6386020,-2502963,-3687236,-4937557,-7700600,-10462870,-11844514,-6451818,-5794403,-5267274,-6318926,-131587,-263172,-1645845,-5858124,-8687466,-9543020,-9805691,-8885114,-7305807,-8226395,-2370346,-3688516,-5664608,-9281148,-9217665,-11058581,-12373414,-13686969,-12634017,-10990220,-10266782,-9020575,-7838100,-11190961,-11191218,-10469296,-12440000,-14016717,-13687239,-11781299,-10002829,-10927026,-8101018,-9941414,-10861486,-9941414,-10860203,-10661284,-9543834,-9149333,-6910819,-7108204,-9345937,-10530209,-12570303,-12241850,-11976624,-11317922,-10988957,-7438718,-7042150,-7370860,-7699827,-8818306,-12831934,-12831420,-12830907,-7503996,-9476744,-8228488,1
2698,'2018/07/15 14:57:22:751',19,-11382929,-11513998,-11908240,-12105103,-11973261,-11777177,-12699058,-12304817,-11975851,-11120788,-11646621,-11646361,-11711894,-11777427,-12106392,-12566946,-10988951,-11054745,-11844262,-6915452,-8885131,-10068626,-11383707,-11777946,-11777943,-11646358,-6846577,-7241329,-7108704,-6254691,-2503220,-3687494,-4872022,-7700601,-10463126,-11844514,-6452331,-5728867,-5201738,-6187854,-131843,-329221,-2304544,-6187344,-8622186,-9345898,-9937277,-9082749,-7371857,-8292188,-2567983,-4084302,-5994088,-9413506,-9152644,-11124633,-12308136,-13621691,-12765605,-10990479,-10332832,-9021090,-7838359,-11322548,-11257268,-10272176,-12308672,-14016718,-13490375,-11715507,-9673865,-10860976,-8035482,-9744292,-10533037,-9810087,-10663081,-10464163,-9412506,-8952468,-6845284,-6779753,-9148558,-10464160,-12701633,-12373179,-11976368,-11252387,-10923422,-7373182,-6976614,-7305324,-7634291,-8752514,-12766399,-12765884,-12765628,-7504253,-9411209,-8163210,1
2699,'2018/07/15 14:57:22:785',19,-11382929,-11448462,-11777168,-12039823,-11842445,-11646105,-12633522,-12239281,-11910315,-10989203,-11581085,-11646362,-11646358,-11711892,-12040856,-12501154,-10988951,-10989209,-11778726,-6784379,-8819595,-10068627,-11383708,-11712411,-11712151,-11646358,-6846834,-7110257,-6977632,-6189156,-2437429,-3622472,-4806744,-7569530,-10397591,-11778978,-6452589,-5598051,-5136203,-6056526,-131843,-395271,-2831399,-6319442,-8688235,-9148776,-10069375,-9280384,-7503444,-8292446,-2765619,-4479831,-6060910,-9545607,-9087366,-11125147,-12308651,-13556412,-12831656,-10990737,-10201504,-9087140,-7773080,-11388341,-11257782,-10075311,-12177344,-13951182,-13293254,-11584179,-9279364,-10729646,-8101276,-9547172,-10467500,-9810343,-10400167,-10201506,-9281434,-8821139,-6779748,-6516839,-8819594,-10332574,-12702146,-12439228,-11910833,-11121315,-10857886,-7176318,-6911078,-7239788,-7568756,-8621186,-12635070,-12700349,-12700092,-7438719,-9345673,-8097930,1
2700,'2018/07/15 14:57:22:820',19,-11317394,-11448463,-11777168,-12039567,-11842189,-11646105,-12633522,-12239282,-11844779,-10792338,-11580829,-11580826,-11646359,-11711892,-12040856,-12501154,-10923415,-10989209,-11712933,-6652794,-8819596,-10003091,-11318172,-11712411,-11712151,-11646359,-6781042,-7110258,-6846304,-6189157,-2437686,-3622473,-4806744,-7569530,-10397591,-11778978,-6386797,-5598052,-5070666,-6056526,-131843,-527370,-3489840,-6648405,-8754282,-9017446,-10266496,-9543299,-7635030,-8424032,-3028791,-4874846,-6324083,-9809036,-9021832,-11322271,-12374445,-13622206,-12897450,-11056788,-10201504,-9087141,-7773082,-11519927,-11323063,-10009519,-12177344,-14016718,-13096133,-11518643,-9016448,-10597803,-8232605,-9612964,-10401708,-9744807,-10268325,-10135713,-9215641,-8689554,-6714213,-6385254,-8556421,-10200987,-12767682,-12635837,-11976625,-11121059,-10792351,-7110526,-6845287,-7174253,-7503220,-8555650,-12634815,-12700349,-12700093,-7373183,-9280137,-8032395,1
2701,'2018/07/15 14:57:22:854',19,-11317394,-11382927,-11777169,-12039823,-11842190,-11580312,-12633522,-12239282,-11844779,-10660752,-11580830,-11580826,-11646359,-11646356,-12040856,-12435618,-10923415,-10923673,-11647397,-6587001,-8819596,-10003091,-11318173,-11712411,-11712151,-11646359,-6781298,-7110258,-6846303,-6254949,-2503479,-3622474,-4806745,-7569530,-10332055,-11778978,-6387053,-5532516,-5070666,-6056524,-131843,-856335,-4214073,-7043417,-8820329,-8886115,-10398081,-9740677,-7832407,-8555617,-3292219,-5072483,-6456184,-10006672,-8956297,-11388320,-12440495,-13622206,-12963244,-11122581,-10135968,-9021606,-7773338,-11585720,-11257527,-9878190,-12177088,-14016718,-12964547,-11452851,-8819069,-10465959,-8429727,-9678501,-10335915,-9679271,-10136740,-10069920,-9215641,-8558225,-6714213,-6319461,-8227457,-9937815,-12767682,-12832958,-12108211,-11121059,-10792351,-6979197,-6845287,-7174253,-7503220,-8555650,-12503742,-12700349,-12634557,-7373183,-9280138,-8032395,1
2702,'2018/07/15 14:57:22:886',19,-11317394,-11382927,-11711633,-12039567,-11842190,-11580312,-12633522,-12239282,-11844779,-10594959,-11580830,-11580826,-11646359,-11646356,-11975064,-12435618,-10988951,-10923673,-11581604,-6521464,-8819596,-10003092,-11318173,-11712411,-11712152,-11646359,-6781299,-7110258,-6846304,-6254948,-2503735,-3688266,-4807001,-7569786,-10397847,-11778978,-6452590,-5532516,-5070666,-6056266,-197380,-1185813,-4806721,-7701344,-9017449,-8754527,-10463872,-9872261,-8029529,-8687202,-3489598,-5335654,-6719613,-10138259,-8956296,-11322528,-12440495,-13622206,-13094830,-11122838,-10004382,-9021606,-7773338,-11585977,-11191990,-9812397,-12177088,-13951182,-12898755,-11387059,-8621689,-10202273,-8560799,-9678501,-10204587,-9613478,-10070690,-10069920,-9215385,-8492175,-6648677,-6253924,-7898491,-9608593,-12832962,-13095616,-12371124,-11121316,-10792350,-6913148,-6845287,-7174253,-7437684,-8490114,-12503742,-12700349,-12634557,-7373183,-9280138,-8097931,1
